system.diskio.iostat.await,system.diskio.iostat.queue.avg_size,system.diskio.iostat.read.per_sec.bytes,system.diskio.iostat.write.per_sec.bytes,scenario,type,timestamp,anomaly
5.236,0.011,0.0,57670,0,0,2018-01-07 06:33:00,0
10.87,0.017,3346.0,31117,0,0,2018-01-07 06:34:00,0
11.119,0.02,1340.0,57296,0,0,2018-01-07 06:35:00,0
6.388,0.014,0.0,58189,0,0,2018-01-07 06:36:00,0
45.257,0.053,0.0,78381,0,0,2018-01-07 06:37:00,0
23.391,0.054,0.0,59540,0,0,2018-01-07 06:38:00,0
22.04,0.037,1814.0,57169,0,0,2018-01-07 06:39:00,0
8.681,0.007,205.846,51864,0,0,2018-01-07 06:40:00,0
6.5,0.02,2216.0,60692,0,0,2018-01-07 06:41:00,0
7.2,0.014,2076.0,55318,0,0,2018-01-07 06:42:00,0
31.389,0.038,1072.0,53865,0,0,2018-01-07 06:43:00,0
10.32,0.017,0.0,56236,0,0,2018-01-07 06:44:00,0
8.0,0.019,3014.0,57136,0,0,2018-01-07 06:45:00,0
8.81,0.024,616.661,60221,0,0,2018-01-07 06:46:00,0
9.895,0.016,481.094,55774,0,0,2018-01-07 06:47:00,0
20.73,0.044,755.213,35870,0,0,2018-01-07 06:48:00,0
7.869,0.016,0.0,56351,0,0,2018-01-07 06:49:00,0
22.219,0.051,2751.0,79577,0,0,2018-01-07 06:50:00,0
61.618,0.135,683.464,59202,0,0,2018-01-07 06:51:00,0
8.516,0.013,824.145,32730,0,0,2018-01-07 06:52:00,0
6.557,0.02,0.0,65073,0,0,2018-01-07 06:53:00,0
16.5,0.02,0.0,76465,0,0,2018-01-07 06:54:00,0
10.241,0.02,894.098,36403,0,0,2018-01-07 06:55:00,0
37.169,0.096,754.991,61330,0,0,2018-01-07 06:56:00,0
5.969,0.013,616.945,57705,0,0,2018-01-07 06:57:00,0
23.897,0.046,754.612,56542,0,0,2018-01-07 06:58:00,0
10.407,0.021,1473.0,79073,0,0,2018-01-07 06:59:00,0
6.427,0.01,68.524,54404,0,0,2018-01-07 07:00:00,0
71.034,0.207,1543.0,59890,0,0,2018-01-07 07:01:00,0
10.05,0.02,0.0,38403,0,0,2018-01-07 07:02:00,0
24.938,0.054,1275.0,78067,0,0,2018-01-07 07:03:00,0
8.549,0.007,1137.0,27763,0,0,2018-01-07 07:04:00,0
21.871,0.068,754.612,83273,0,0,2018-01-07 07:05:00,0
17.759,0.035,0.0,57591,0,0,2018-01-07 07:06:00,0
17.271,0.025,0.0,55952,0,0,2018-01-07 07:07:00,0
7.642,0.009,0.0,54182,0,0,2018-01-07 07:08:00,0
5.437,0.015,0.0,63863,0,0,2018-01-07 07:09:00,0
7.775,0.012,549.292,54379,0,0,2018-01-07 07:10:00,0
9.245,0.024,2674.0,59893,0,0,2018-01-07 07:11:00,0
20.148,0.018,1945.0,49956,0,0,2018-01-07 07:12:00,0
73.753,0.181,0.0,59478,0,0,2018-01-07 07:13:00,0
16.824,0.038,2137.0,36056,0,0,2018-01-07 07:14:00,0
10.246,0.01,206.408,53349,0,0,2018-01-07 07:15:00,0
11.773,0.052,27040.0,80382,0,0,2018-01-07 07:16:00,0
9.246,0.021,2545.0,58805,0,0,2018-01-07 07:17:00,0
16.151,0.029,0.0,55822,0,0,2018-01-07 07:18:00,0
13.824,0.016,0.0,73041,0,0,2018-01-07 07:19:00,0
40.545,0.06,68.748,54985,0,0,2018-01-07 07:20:00,0
28.655,0.085,480.852,61716,0,0,2018-01-07 07:21:00,0
10.957,0.013,756.449,51778,0,0,2018-01-07 07:22:00,0
8.699,0.021,0.0,61147,0,0,2018-01-07 07:23:00,0
19.222,0.035,0.0,58260,0,0,2018-01-07 07:24:00,0
10.163,0.017,1806.0,33381,0,0,2018-01-07 07:25:00,0
11.311,0.029,3485.0,83103,0,0,2018-01-07 07:26:00,0
105.429,0.223,754.738,60237,0,0,2018-01-07 07:27:00,0
31.448,0.061,685.666,33614,0,0,2018-01-07 07:28:00,0
5.913,0.011,0.0,57258,0,0,2018-01-07 07:29:00,0
29.18,0.06,3216.0,56892,0,0,2018-01-07 07:30:00,0
18.893,0.05,412.142,60238,0,0,2018-01-07 07:31:00,0
11.284,0.025,1405.0,59750,0,0,2018-01-07 07:32:00,0
121.871,0.38,1275.0,78286,0,0,2018-01-07 07:33:00,0
43.446,0.073,1003.0,52999,0,0,2018-01-07 07:34:00,0
9.574,0.015,960.013,54309,0,0,2018-01-07 07:35:00,0
7.053,0.015,1137.0,54314,0,0,2018-01-07 07:36:00,0
21.808,0.027,1141.0,59607,0,0,2018-01-07 07:37:00,0
6.388,0.015,0.0,52907,0,0,2018-01-07 07:38:00,0
19.373,0.033,0.0,57608,0,0,2018-01-07 07:39:00,0
16.291,0.015,2140.0,52910,0,0,2018-01-07 07:40:00,0
16.329,0.046,1739.0,62063,0,0,2018-01-07 07:41:00,0
8.168,0.013,0.0,57169,0,0,2018-01-07 07:42:00,0
5.837,0.01,0.0,57702,0,0,2018-01-07 07:43:00,0
11.829,0.014,549.131,50945,0,0,2018-01-07 07:44:00,0
6.62,0.016,0.0,58828,0,0,2018-01-07 07:45:00,0
10.822,0.026,2816.0,59545,0,0,2018-01-07 07:46:00,0
7.406,0.022,0.0,86914,0,0,2018-01-07 07:47:00,0
8.743,0.039,10862.0,55115,0,0,2018-01-07 07:48:00,0
7.312,0.011,68.745,53640,0,0,2018-01-07 07:49:00,0
10.984,0.027,2214.0,34759,0,0,2018-01-07 07:50:00,0
49.009,0.088,1945.0,53796,0,0,2018-01-07 07:51:00,0
8.78,0.017,1206.0,78372,0,0,2018-01-07 07:52:00,0
7.373,0.013,547.365,55659,0,0,2018-01-07 07:53:00,0
10.571,0.01,0.0,53664,0,0,2018-01-07 07:54:00,0
6.821,0.013,480.731,59018,0,0,2018-01-07 07:55:00,0
15.885,0.046,343.365,61698,0,0,2018-01-07 07:56:00,0
7.705,0.012,1340.0,32695,0,0,2018-01-07 07:57:00,0
12.87,0.01,0.0,52705,0,0,2018-01-07 07:58:00,0
9.311,0.019,1946.0,56242,0,0,2018-01-07 07:59:00,0
27.014,0.064,68.575,80094,0,0,2018-01-07 08:00:00,0
10.734,0.025,2275.0,57542,0,0,2018-01-07 08:01:00,0
12.436,0.021,0.0,59798,0,0,2018-01-07 08:02:00,0
11.502,0.04,2344.0,63017,0,0,2018-01-07 08:03:00,0
5.907,0.011,1072.0,33515,0,0,2018-01-07 08:04:00,0
8.8,0.01,892.412,51016,0,0,2018-01-07 08:05:00,0
34.321,0.093,0.0,60204,0,0,2018-01-07 08:06:00,0
6.88,0.014,823.834,55445,0,0,2018-01-07 08:07:00,0
10.063,0.011,412.072,51174,0,0,2018-01-07 08:08:00,0
8.185,0.015,0.0,57265,0,0,2018-01-07 08:09:00,0
9.02,0.023,1809.0,83015,0,0,2018-01-07 08:10:00,0
9.173,0.035,4893.0,43365,0,0,2018-01-07 08:11:00,0
18.689,0.019,755.181,76430,0,0,2018-01-07 08:12:00,0
19.124,0.034,892.15,52408,0,0,2018-01-07 08:13:00,0
47.391,0.12,1071.0,44630,0,0,2018-01-07 08:14:00,0
7.183,0.017,1204.0,78893,0,0,2018-01-07 08:15:00,0
10.018,0.019,480.107,56129,0,0,2018-01-07 08:16:00,0
6.479,0.018,0.0,63530,0,0,2018-01-07 08:17:00,0
9.24,0.015,3271.0,53407,0,0,2018-01-07 08:18:00,0
10.366,0.012,0.0,52952,0,0,2018-01-07 08:19:00,0
9.913,0.019,1611.0,56126,0,0,2018-01-07 08:20:00,0
9.856,0.025,756.29,59287,0,0,2018-01-07 08:21:00,0
34.061,0.038,68.604,49778,0,0,2018-01-07 08:22:00,0
15.692,0.027,0.0,55788,0,0,2018-01-07 08:23:00,0
21.136,0.057,1473.0,37505,0,0,2018-01-07 08:24:00,0
8.935,0.016,1272.0,56830,0,0,2018-01-07 08:25:00,0
9.525,0.022,1544.0,59222,0,0,2018-01-07 08:26:00,0
14.809,0.023,2484.0,61833,0,0,2018-01-07 08:27:00,0
20.427,0.08,480.167,100013,0,0,2018-01-07 08:28:00,0
44.733,0.09,0.0,59180,0,0,2018-01-07 08:29:00,0
7.355,0.004,0.0,26747,0,0,2018-01-07 08:30:00,0
16.767,0.054,206.114,62398,0,0,2018-01-07 08:31:00,0
8.761,0.021,822.765,61533,0,0,2018-01-07 08:32:00,0
26.724,0.052,274.922,56313,0,0,2018-01-07 08:33:00,0
8.0,0.01,1137.0,74958,0,0,2018-01-07 08:34:00,0
4.185,0.011,1408.0,36131,0,0,2018-01-07 08:35:00,0
54.64,0.138,413.32,80996,0,0,2018-01-07 08:36:00,0
6.95,0.016,1410.0,35318,0,0,2018-01-07 08:37:00,0
10.947,0.01,342.848,52164,0,0,2018-01-07 08:38:00,0
29.5,0.083,2347.0,60007,0,0,2018-01-07 08:39:00,0
35.188,0.038,892.524,52162,0,0,2018-01-07 08:40:00,0
11.823,0.031,1476.0,62132,0,0,2018-01-07 08:41:00,0
5.31,0.01,0.0,58130,0,0,2018-01-07 08:42:00,0
7.845,0.014,0.0,56122,0,0,2018-01-07 08:43:00,0
11.391,0.018,68.618,56355,0,0,2018-01-07 08:44:00,0
44.545,0.082,1140.0,58348,0,0,2018-01-07 08:45:00,0
7.708,0.018,0.0,57045,0,0,2018-01-07 08:46:00,0
21.354,0.023,1810.0,54645,0,0,2018-01-07 08:47:00,0
25.426,0.049,958.369,56756,0,0,2018-01-07 08:48:00,0
7.425,0.018,274.278,58391,0,0,2018-01-07 08:49:00,0
10.881,0.022,962.188,57385,0,0,2018-01-07 08:50:00,0
8.824,0.019,68.564,56645,0,0,2018-01-07 08:51:00,0
53.355,0.111,0.0,77763,0,0,2018-01-07 08:52:00,0
11.009,0.021,823.592,55630,0,0,2018-01-07 08:53:00,0
14.557,0.015,548.786,29878,0,0,2018-01-07 08:54:00,0
16.759,0.044,2617.0,60390,0,0,2018-01-07 08:55:00,0
12.667,0.027,68.759,57949,0,0,2018-01-07 08:56:00,0
35.805,0.074,0.0,81406,0,0,2018-01-07 08:57:00,0
13.429,0.009,0.0,50858,0,0,2018-01-07 08:58:00,0
24.821,0.047,890.807,59155,0,0,2018-01-07 08:59:00,0
15.284,0.042,1945.0,61580,0,0,2018-01-07 09:00:00,0
9.474,0.037,0.0,58272,0,0,2018-01-07 09:01:00,0
35.188,0.028,0.0,56283,0,0,2018-01-07 09:02:00,0
23.879,0.066,1208.0,60718,0,0,2018-01-07 09:03:00,0
10.739,0.02,1005.0,56542,0,0,2018-01-07 09:04:00,0
9.085,0.009,0.0,52641,0,0,2018-01-07 09:05:00,0
6.81,0.018,0.0,59930,0,0,2018-01-07 09:06:00,0
20.154,0.035,0.0,55951,0,0,2018-01-07 09:07:00,0
6.695,0.011,1005.0,31505,0,0,2018-01-07 09:08:00,0
24.964,0.035,3282.0,74822,0,0,2018-01-07 09:09:00,0
35.114,0.098,1274.0,58355,0,0,2018-01-07 09:10:00,0
23.835,0.048,617.643,58842,0,0,2018-01-07 09:11:00,0
8.658,0.023,686.183,61582,0,0,2018-01-07 09:12:00,0
16.952,0.03,0.0,58703,0,0,2018-01-07 09:13:00,0
10.426,0.021,0.0,57844,0,0,2018-01-07 09:14:00,0
12.806,0.029,1610.0,61195,0,0,2018-01-07 09:15:00,0
10.6,0.028,959.732,39431,0,0,2018-01-07 09:16:00,0
11.855,0.016,0.0,76526,0,0,2018-01-07 09:17:00,0
20.4,0.051,68.673,60692,0,0,2018-01-07 09:18:00,0
21.956,0.017,0.0,50836,0,0,2018-01-07 09:19:00,0
32.355,0.067,1812.0,59339,0,0,2018-01-07 09:20:00,0
5.703,0.019,1336.0,61194,0,0,2018-01-07 09:21:00,0
7.846,0.014,2079.0,56056,0,0,2018-01-07 09:22:00,0
6.567,0.007,0.0,50257,0,0,2018-01-07 09:23:00,0
22.151,0.039,1205.0,55050,0,0,2018-01-07 09:24:00,0
26.946,0.067,0.0,58086,0,0,2018-01-07 09:25:00,0
48.806,0.109,0.0,57867,0,0,2018-01-07 09:26:00,0
6.267,0.006,137.156,54179,0,0,2018-01-07 09:27:00,0
7.065,0.015,0.0,59019,0,0,2018-01-07 09:28:00,0
20.917,0.038,0.0,57441,0,0,2018-01-07 09:29:00,0
18.857,0.022,1879.0,31342,0,0,2018-01-07 09:30:00,0
9.826,0.036,3085.0,66935,0,0,2018-01-07 09:31:00,0
9.088,0.022,2621.0,58804,0,0,2018-01-07 09:32:00,0
6.928,0.011,685.179,56005,0,0,2018-01-07 09:33:00,0
22.476,0.024,0.0,54600,0,0,2018-01-07 09:34:00,0
5.436,0.011,0.0,57085,0,0,2018-01-07 09:35:00,0
35.545,0.105,960.094,84115,0,0,2018-01-07 09:36:00,0
24.229,0.028,958.569,51084,0,0,2018-01-07 09:37:00,0
16.537,0.041,2412.0,38130,0,0,2018-01-07 09:38:00,0
4.321,0.008,2613.0,76727,0,0,2018-01-07 09:39:00,0
7.048,0.012,548.648,54316,0,0,2018-01-07 09:40:00,0
7.053,0.014,412.695,33249,0,0,2018-01-07 09:41:00,0
31.284,0.035,0.0,53219,0,0,2018-01-07 09:42:00,0
25.787,0.065,617.306,82053,0,0,2018-01-07 09:43:00,0
32.286,0.03,0.0,29999,0,0,2018-01-07 09:44:00,0
11.225,0.024,68.638,84390,0,0,2018-01-07 09:45:00,0
16.092,0.058,547.845,67745,0,0,2018-01-07 09:46:00,0
14.495,0.07,1677.0,65283,0,0,2018-01-07 09:47:00,0
8.814,0.017,2548.0,54116,0,0,2018-01-07 09:48:00,0
6.718,0.015,0.0,80329,0,0,2018-01-07 09:49:00,0
6.533,0.01,0.0,32911,0,0,2018-01-07 09:50:00,0
10.931,0.018,274.427,78389,0,0,2018-01-07 09:51:00,0
13.773,0.022,685.638,55440,0,0,2018-01-07 09:52:00,0
58.567,0.132,0.0,36731,0,0,2018-01-07 09:53:00,0
5.239,0.01,0.0,56545,0,0,2018-01-07 09:54:00,0
9.882,0.017,1004.0,56206,0,0,2018-01-07 09:55:00,0
13.6,0.031,960.094,56523,0,0,2018-01-07 09:56:00,0
13.8,0.023,0.0,76015,0,0,2018-01-07 09:57:00,0
16.23,0.033,1072.0,58242,0,0,2018-01-07 09:58:00,0
15.182,0.011,549.706,52139,0,0,2018-01-07 09:59:00,0
24.175,0.065,549.637,60989,0,0,2018-01-07 10:00:00,0
8.831,0.026,1744.0,41046,0,0,2018-01-07 10:01:00,0
6.817,0.019,0.0,87043,0,0,2018-01-07 10:02:00,0
10.439,0.014,68.627,30158,0,0,2018-01-07 10:03:00,0
6.909,0.011,0.0,55976,0,0,2018-01-07 10:04:00,0
10.857,0.009,1141.0,51747,0,0,2018-01-07 10:05:00,0
11.741,0.04,1741.0,65350,0,0,2018-01-07 10:06:00,0
8.824,0.015,0.0,56105,0,0,2018-01-07 10:07:00,0
11.258,0.018,1072.0,77150,0,0,2018-01-07 10:08:00,0
7.446,0.008,0.0,51353,0,0,2018-01-07 10:09:00,0
25.852,0.047,0.0,35329,0,0,2018-01-07 10:10:00,0
36.165,0.118,68.708,61864,0,0,2018-01-07 10:11:00,0
11.376,0.022,0.0,54849,0,0,2018-01-07 10:12:00,0
10.747,0.014,1543.0,53553,0,0,2018-01-07 10:13:00,0
6.631,0.017,0.0,59686,0,0,2018-01-07 10:14:00,0
19.954,0.029,0.0,55949,0,0,2018-01-07 10:15:00,0
29.888,0.081,0.0,63177,0,0,2018-01-07 10:16:00,0
7.728,0.013,755.656,58633,0,0,2018-01-07 10:17:00,0
5.493,0.014,1007.0,60875,0,0,2018-01-07 10:18:00,0
12.566,0.022,2010.0,53141,0,0,2018-01-07 10:19:00,0
19.514,0.035,0.0,58033,0,0,2018-01-07 10:20:00,0
6.446,0.015,68.817,58602,0,0,2018-01-07 10:21:00,0
5.618,0.017,2482.0,59967,0,0,2018-01-07 10:22:00,0
24.0,0.027,549.177,75284,0,0,2018-01-07 10:23:00,0
7.968,0.017,2211.0,57344,0,0,2018-01-07 10:24:00,0
5.699,0.014,2415.0,49843,0,0,2018-01-07 10:25:00,0
10.122,0.033,31396.0,46793,0,0,2018-01-07 10:26:00,0
7.123,0.014,892.599,56190,0,0,2018-01-07 10:27:00,0
5.183,0.015,0.0,61158,0,0,2018-01-07 10:28:00,0
80.6,0.135,2612.0,54240,0,0,2018-01-07 10:29:00,0
5.688,0.006,274.657,52169,0,0,2018-01-07 10:30:00,0
8.09,0.03,2280.0,67918,0,0,2018-01-07 10:31:00,0
7.385,0.018,205.459,84805,0,0,2018-01-07 10:32:00,0
5.551,0.009,343.552,32946,0,0,2018-01-07 10:33:00,0
30.849,0.038,1340.0,74710,0,0,2018-01-07 10:34:00,0
4.099,0.011,0.0,38791,0,0,2018-01-07 10:35:00,0
9.147,0.022,1472.0,80609,0,0,2018-01-07 10:36:00,0
15.718,0.019,3354.0,51981,0,0,2018-01-07 10:37:00,0
10.261,0.02,205.777,58009,0,0,2018-01-07 10:38:00,0
49.521,0.118,0.0,36341,0,0,2018-01-07 10:39:00,0
8.32,0.014,1539.0,53848,0,0,2018-01-07 10:40:00,0
22.606,0.059,1406.0,58233,0,0,2018-01-07 10:41:00,0
9.056,0.011,1275.0,53571,0,0,2018-01-07 10:42:00,0
25.255,0.065,206.036,81623,0,0,2018-01-07 10:43:00,0
9.067,0.007,1206.0,47910,0,0,2018-01-07 10:44:00,0
4.131,0.011,0.0,38791,0,0,2018-01-07 10:45:00,0
57.762,0.187,822.352,64982,0,0,2018-01-07 10:46:00,0
8.553,0.018,137.116,62265,0,0,2018-01-07 10:47:00,0
8.825,0.009,137.398,52061,0,0,2018-01-07 10:48:00,0
6.296,0.018,206.028,86314,0,0,2018-01-07 10:49:00,0
17.158,0.022,0.0,53302,0,0,2018-01-07 10:50:00,0
11.471,0.026,0.0,59200,0,0,2018-01-07 10:51:00,0
9.905,0.014,4013.0,53773,0,0,2018-01-07 10:52:00,0
25.079,0.075,0.0,62159,0,0,2018-01-07 10:53:00,0
5.271,0.007,0.0,53635,0,0,2018-01-07 10:54:00,0
8.5,0.008,753.981,29720,0,0,2018-01-07 10:55:00,0
7.197,0.028,822.8,66893,0,0,2018-01-07 10:56:00,0
5.706,0.014,893.31,58248,0,0,2018-01-07 10:57:00,0
8.429,0.008,0.0,51433,0,0,2018-01-07 10:58:00,0
7.17,0.013,1411.0,55291,0,0,2018-01-07 10:59:00,0
5.681,0.013,206.304,56411,0,0,2018-01-07 11:00:00,0
9.852,0.027,617.927,85019,0,0,2018-01-07 11:01:00,0
12.396,0.021,273.831,58096,0,0,2018-01-07 11:02:00,0
13.76,0.029,2480.0,58574,0,0,2018-01-07 11:03:00,0
49.919,0.103,0.0,58187,0,0,2018-01-07 11:04:00,0
6.492,0.007,0.0,49456,0,0,2018-01-07 11:05:00,0
24.438,0.112,1740.0,79441,0,0,2018-01-07 11:06:00,0
11.176,0.013,0.0,54827,0,0,2018-01-07 11:07:00,0
36.15,0.081,0.0,59033,0,0,2018-01-07 11:08:00,0
7.508,0.008,0.0,53075,0,0,2018-01-07 11:09:00,0
8.69,0.024,0.0,40050,0,0,2018-01-07 11:10:00,0
11.925,0.032,1206.0,60279,0,0,2018-01-07 11:11:00,0
7.619,0.013,412.765,54686,0,0,2018-01-07 11:12:00,0
7.869,0.008,0.0,53087,0,0,2018-01-07 11:13:00,0
19.027,0.047,0.0,79360,0,0,2018-01-07 11:14:00,0
5.222,0.009,0.0,53338,0,0,2018-01-07 11:15:00,0
12.774,0.026,684.521,57623,0,0,2018-01-07 11:16:00,0
7.211,0.018,0.0,41495,0,0,2018-01-07 11:17:00,0
37.714,0.071,136.87,79729,0,0,2018-01-07 11:18:00,0
10.851,0.017,548.924,56889,0,0,2018-01-07 11:19:00,0
12.256,0.016,1005.0,50789,0,0,2018-01-07 11:20:00,0
6.705,0.019,137.208,62306,0,0,2018-01-07 11:21:00,0
18.821,0.035,0.0,58316,0,0,2018-01-07 11:22:00,0
11.019,0.01,2285.0,28702,0,0,2018-01-07 11:23:00,0
6.814,0.013,822.249,57948,0,0,2018-01-07 11:24:00,0
22.275,0.057,1410.0,58817,0,0,2018-01-07 11:25:00,0
30.623,0.079,961.704,83049,0,0,2018-01-07 11:26:00,0
18.263,0.023,343.279,51760,0,0,2018-01-07 11:27:00,0
24.609,0.062,2416.0,58531,0,0,2018-01-07 11:28:00,0
5.814,0.008,0.0,34476,0,0,2018-01-07 11:29:00,0
9.908,0.011,1204.0,49515,0,0,2018-01-07 11:30:00,0
7.751,0.027,68.472,64193,0,0,2018-01-07 11:31:00,0
20.229,0.059,344.028,63565,0,0,2018-01-07 11:32:00,0
15.0,0.024,0.0,56100,0,0,2018-01-07 11:33:00,0
12.97,0.014,68.438,53868,0,0,2018-01-07 11:34:00,0
5.495,0.01,0.0,57754,0,0,2018-01-07 11:35:00,0
24.901,0.063,343.034,57485,0,0,2018-01-07 11:36:00,0
9.314,0.011,0.0,52591,0,0,2018-01-07 11:37:00,0
14.654,0.026,274.796,58501,0,0,2018-01-07 11:38:00,0
26.51,0.068,0.0,82251,0,0,2018-01-07 11:39:00,0
6.98,0.011,0.0,56050,0,0,2018-01-07 11:40:00,0
38.529,0.1,754.517,59550,0,0,2018-01-07 11:41:00,0
22.175,0.021,0.0,52784,0,0,2018-01-07 11:42:00,0
20.0,0.045,0.0,58211,0,0,2018-01-07 11:43:00,0
5.862,0.006,68.592,29071,0,0,2018-01-07 11:44:00,0
9.183,0.018,0.0,78649,0,0,2018-01-07 11:45:00,0
8.53,0.026,0.0,60106,0,0,2018-01-07 11:46:00,0
11.588,0.032,2280.0,61755,0,0,2018-01-07 11:47:00,0
11.024,0.008,0.0,51478,0,0,2018-01-07 11:48:00,0
16.409,0.024,68.604,34034,0,0,2018-01-07 11:49:00,0
12.58,0.029,0.0,59068,0,0,2018-01-07 11:50:00,0
5.672,0.013,0.0,79551,0,0,2018-01-07 11:51:00,0
25.969,0.028,0.0,53042,0,0,2018-01-07 11:52:00,0
8.537,0.021,0.0,37164,0,0,2018-01-07 11:53:00,0
34.813,0.053,0.0,55738,0,0,2018-01-07 11:54:00,0
8.431,0.009,0.0,52283,0,0,2018-01-07 11:55:00,0
6.699,0.018,0.0,62176,0,0,2018-01-07 11:56:00,0
19.186,0.036,754.928,55762,0,0,2018-01-07 11:57:00,0
17.686,0.03,617.85,55711,0,0,2018-01-07 11:58:00,0
9.134,0.01,412.851,53085,0,0,2018-01-07 11:59:00,0
6.769,0.01,0.0,55159,0,0,2018-01-07 12:00:00,0
28.0,0.088,0.0,62187,0,0,2018-01-07 12:01:00,0
35.31,0.086,0.0,61531,0,0,2018-01-07 12:02:00,0
7.597,0.016,962.471,56865,0,0,2018-01-07 12:03:00,0
5.739,0.013,1276.0,83260,0,0,2018-01-07 12:04:00,0
17.772,0.024,0.0,54061,0,0,2018-01-07 12:05:00,0
7.229,0.017,0.0,60490,0,0,2018-01-07 12:06:00,0
10.052,0.019,754.044,55161,0,0,2018-01-07 12:07:00,0
28.959,0.059,1071.0,56987,0,0,2018-01-07 12:08:00,0
9.758,0.011,0.0,54158,0,0,2018-01-07 12:09:00,0
7.292,0.014,2813.0,57672,0,0,2018-01-07 12:10:00,0
7.62,0.028,0.0,44372,0,0,2018-01-07 12:11:00,0
6.038,0.011,0.0,79503,0,0,2018-01-07 12:12:00,0
8.176,0.009,1006.0,51565,0,0,2018-01-07 12:13:00,0
48.982,0.134,3815.0,37212,0,0,2018-01-07 12:14:00,0
5.319,0.008,0.0,54428,0,0,2018-01-07 12:15:00,0
10.347,0.021,205.399,55696,0,0,2018-01-07 12:16:00,0
8.648,0.021,0.0,60166,0,0,2018-01-07 12:17:00,0
9.916,0.02,0.0,57772,0,0,2018-01-07 12:18:00,0
42.182,0.078,0.0,77778,0,0,2018-01-07 12:19:00,0
11.586,0.011,68.774,54133,0,0,2018-01-07 12:20:00,0
9.306,0.023,0.0,60726,0,0,2018-01-07 12:21:00,0
32.034,0.063,6181.0,54825,0,0,2018-01-07 12:22:00,0
8.281,0.017,548.74,57071,0,0,2018-01-07 12:23:00,0
22.313,0.023,0.0,55351,0,0,2018-01-07 12:24:00,0
13.726,0.044,753.855,56285,0,0,2018-01-07 12:25:00,0
8.842,0.025,2416.0,60738,0,0,2018-01-07 12:26:00,0
6.667,0.006,68.555,49944,0,0,2018-01-07 12:27:00,0
8.748,0.016,1542.0,57801,0,0,2018-01-07 12:28:00,0
13.706,0.033,0.0,57502,0,0,2018-01-07 12:29:00,0
19.092,0.038,411.503,79434,0,0,2018-01-07 12:30:00,0
15.222,0.047,823.592,41823,0,0,2018-01-07 12:31:00,0
24.246,0.046,0.0,55926,0,0,2018-01-07 12:32:00,0
10.752,0.02,68.607,77652,0,0,2018-01-07 12:33:00,0
7.279,0.007,274.485,50595,0,0,2018-01-07 12:34:00,0
5.227,0.013,137.6,39641,0,0,2018-01-07 12:35:00,0
10.561,0.02,754.391,57664,0,0,2018-01-07 12:36:00,0
14.968,0.031,1336.0,80635,0,0,2018-01-07 12:37:00,0
9.016,0.01,0.0,50786,0,0,2018-01-07 12:38:00,0
11.227,0.033,1343.0,105928,0,0,2018-01-07 12:39:00,0
31.587,0.128,122469.0,61235,0,0,2018-01-07 12:40:00,0
12.325,0.041,2353.0,199639,0,0,2018-01-07 12:41:00,0
8.229,0.01,137.191,54595,0,0,2018-01-07 12:42:00,0
6.693,0.017,1140.0,37765,0,0,2018-01-07 12:43:00,0
53.132,0.094,824.629,79524,0,0,2018-01-07 12:44:00,0
13.488,0.01,0.0,50958,0,0,2018-01-07 12:45:00,0
53.631,0.161,137.277,41290,0,0,2018-01-07 12:46:00,0
10.0,0.025,1141.0,60452,0,0,2018-01-07 12:47:00,0
7.68,0.016,0.0,78355,0,0,2018-01-07 12:48:00,0
14.553,0.011,1276.0,48485,0,0,2018-01-07 12:49:00,0
19.103,0.05,549.614,59041,0,0,2018-01-07 12:50:00,0
9.143,0.016,0.0,58802,0,0,2018-01-07 12:51:00,0
6.277,0.007,0.0,53869,0,0,2018-01-07 12:52:00,0
17.308,0.031,68.751,54853,0,0,2018-01-07 12:53:00,0
28.549,0.073,480.369,59041,0,0,2018-01-07 12:54:00,0
7.087,0.011,0.0,56730,0,0,2018-01-07 12:55:00,0
14.128,0.037,1807.0,60511,0,0,2018-01-07 12:56:00,0
10.254,0.012,1274.0,53523,0,0,2018-01-07 12:57:00,0
49.035,0.118,0.0,59914,0,0,2018-01-07 12:58:00,0
7.556,0.008,137.294,52357,0,0,2018-01-07 12:59:00,0
7.65,0.01,0.0,55084,0,0,2018-01-07 13:00:00,0
14.289,0.045,686.615,61956,0,0,2018-01-07 13:01:00,0
26.884,0.058,0.0,51494,0,0,2018-01-07 13:02:00,0
5.687,0.008,0.0,41582,0,0,2018-01-07 13:03:00,0
8.174,0.016,480.711,56199,0,0,2018-01-07 13:04:00,0
40.667,0.094,2341.0,55855,0,0,2018-01-07 13:05:00,0
9.323,0.02,343.192,56506,0,0,2018-01-07 13:06:00,0
14.519,0.013,0.0,55133,0,0,2018-01-07 13:07:00,0
6.313,0.016,0.0,60693,0,0,2018-01-07 13:08:00,0
5.273,0.008,68.736,53298,0,0,2018-01-07 13:09:00,0
12.108,0.015,549.545,74999,0,0,2018-01-07 13:10:00,0
34.143,0.112,2213.0,63654,0,0,2018-01-07 13:11:00,0
23.515,0.039,1474.0,57284,0,0,2018-01-07 13:12:00,0
9.815,0.018,1608.0,33566,0,0,2018-01-07 13:13:00,0
18.981,0.05,2610.0,60233,0,0,2018-01-07 13:14:00,0
27.467,0.062,2144.0,58567,0,0,2018-01-07 13:15:00,0
10.0,0.03,2952.0,62860,0,0,2018-01-07 13:16:00,0
12.588,0.014,1075.0,55010,0,0,2018-01-07 13:17:00,0
